code,name
PKG,Pak-Tong
PKH,Pankhu
PKN,Pakanha
PKO,Pökoot
PKP,Pukapuka
PKR,Attapady Kurumba
PKS,Pakistan Sign Language
PKT,Maleng
PKU,Paku
PLA,Miani
PLB,Polonombauk
PLC,Central Palawano
PLD,Polari
PLE,Palu'e
PLG,Pilagá
PLH,Paulohi
PLI,Pali
PLJ,Polci
PLK,Kohistani Shina
PLL,Shwe Palaung
PLN,Palenquero
PLO,Oluta Popoluca
PLP,Palpa
PLQ,Palaic
PLR,Palaka Senoufo
PLS,San Marcos Tlalcoyalco Popoloca
PLT,Plateau Malagasy
PLU,Palikúr
PLV,Southwest Palawano
PLW,Brooke's Point Palawano
PLY,Bolyu
PLZ,Paluan
PMA,Paama
PMB,Pambia
PMC,Palumata
PME,Pwaamei
PMF,Pamona
PMH,Māhārāṣṭri Prākrit
PMI,Northern Pumi
PMJ,Southern Pumi
PMK,Pamlico
PML,Lingua Franca
PMM,Pomo
PMN,Pam
PMO,Pom
PMQ,Northern Pame
PMR,Paynamar
PMS,Piemontese
PMT,Tuamotuan
PMU,Mirpur Panjabi
PMW,Plains Miwok
PMX,Poumei Naga
PMY,Papuan Malay
PMZ,Southern Pame
PNA,Punan Bah-Biau
PNB,Western Panjabi
PNC,Pannei
PNE,Western Penan
PNG,Pongu
PNH,Penrhyn
PNI,Aoheng
PNM,Punan Batu 1
PNN,Pinai-Hagahai
PNO,Panobo
PNP,Pancana
PNQ,Pana (Burkina Faso)
PNR,Panim
PNS,Ponosakan
PNT,Pontic
PNU,Jiongnai Bunu
PNV,Pinigura
PNW,Panytyima
PNX,Phong-Kniang
PNY,Pinyin
PNZ,Pana (Central African Republic)
POC,Poqomam
POD,Ponares
POE,San Juan Atzingo Popoloca
POF,Poke
POG,Potiguára
POH,Poqomchi'
POI,Highland Popoluca
POK,Pokangá
POL,polaco
POM,Southeastern Pomo
PON,Pohnpeian
POO,Central Pomo
POP,Pwapwa
POQ,Texistepec Popoluca
POR,português
POS,Sayula Popoluca
POT,Potawatomi
POV,Upper Guinea Crioulo
POW,San Felipe Otlaltepec Popoloca
POX,Polabian
POY,Pogolo
PPA,Pao
PPE,Papi
PPI,Paipai
PPK,Uma
PPL,Pipil
PPM,Papuma
PPN,Papapana
PPO,Folopa
PPP,Pelende
PPQ,Pei
PPR,Piru
PPS,San Luís Temalacayuca Popoloca
PPT,Pare
PPU,Papora
PQA,Pa'a
PQM,Malecite-Passamaquoddy
PRB,Lua'
PRC,Parachi
PRD,Parsi-Dari
PRE,Principense
PRG,Prussian
PRH,Porohanon
PRI,Paicî
PRK,Parauk
PRL,língua gestual peruana
PRM,Kibiri
PRN,Prasuni
PRO,Old Provençal (to 1500)
PRP,Parsi
PRQ,Ashéninka Perené
PRR,Puri
PRS,dari
PRT,Phai
PRU,Puragi
PRW,Parawen
PRX,Purik
PRY,Pray 3
PRZ,língua gestual da Providência
PSA,Asue Awyu
PSC,Persian Sign Language
PSD,língua gestual dos Índios das Planícies
PSE,Central Malay
PSG,língua gestual de Penão
PSH,Southwest Pashayi
PSI,Southeast Pashayi
PSL,Puerto Rican Sign Language
PSM,pauserna
PSN,Panasuan
PSO,Polish Sign Language
PSP,língua gestual filipina
PSQ,Pasi
PSR,língua gestual portuguesa
PSS,Kaulong
PST,Central Pashto
PSU,Sauraseni Prākrit
PSW,Port Sandwich
PSY,Piscataway
PTA,Pai Tavytera
PTH,Pataxó Hã-Ha-Hãe
PTI,Pintiini
PTN,Patani
PTO,Zo'é
PTP,Patep
PTR,Piamatsina
PTT,Enrekang
PTU,Bambam
PTV,Port Vato
PTW,Pentlatch
PTY,Pathiya
PUA,Western Highland Purepecha
PUB,Purum
PUC,Punan Merap
PUD,Punan Aput
PUE,Puelche
PUF,Punan Merah
PUG,Phuie
PUI,Puinave
PUJ,Punan Tubu
PUK,Pu Ko
PUM,Puma
PUO,Puoc
PUP,Pulabu
PUQ,puquina
PUR,Puruborá
PUS,pachto
PUT,Putoh
PUU,Punu
PUW,Puluwatese
PUX,Puare
PUY,Purisimeño
PUZ,Purum Naga
PWA,Pawaia
PWB,Panawa
PWG,Gapapaiwa
PWM,Molbog
PWN,Paiwan
PWO,Pwo Western Karen
PWR,Powari
PWW,Pwo Northern Karen
PXM,Quetzaltepec Mixe
PYE,Pye Krumen
PYM,Fyam
PYN,Poyanáwa
PYU,Puyuma
PYX,Pyu (Myanmar)
PYY,Pyen
PZN,Para Naga
QUA,Quapaw
QUB,Huallaga Huánuco Quechua
QUC,K'iche'
QUD,Calderón Highland Quichua
QUE,quíchua
QUF,Lambayeque Quechua
QUG,Chimborazo Highland Quichua
QUH,South Bolivian Quechua
QUI,Quileute
QUK,Chachapoyas Quechua
QUL,North Bolivian Quechua
QUM,Sipacapense
QUN,Quinault
QUP,Southern Pastaza Quechua
QUQ,Quinqui
QUR,Yanahuanca Pasco Quechua
QUS,Santiago del Estero Quichua
QUV,Sacapulteco
QUW,Tena Lowland Quichua
QUX,Yauyos Quechua
QUY,Ayacucho Quechua
QUZ,Cusco Quechua
QVA,Ambo-Pasco Quechua
QVC,Cajamarca Quechua
QVE,Eastern Apurímac Quechua
QVH,Huamalíes-Dos de Mayo Huánuco Quechua
QVI,Imbabura Highland Quichua
QVJ,Loja Highland Quichua
QVL,Cajatambo North Lima Quechua
QVM,Margos-Yarowilca-Lauricocha Quechua
QVN,North Junín Quechua
QVO,Napo Lowland Quechua
QVP,Pacaraos Quechua
QVS,San Martín Quechua
QVW,Huaylla Wanca Quechua
QVY,Queyu
QVZ,Northern Pastaza Quichua
QWA,Corongo Ancash Quechua
QWC,Classical Quechua
QWH,Huaylas Ancash Quechua
QWM,Kuman (Russia)
QWS,Sihuas Ancash Quechua
QWT,Kwalhioqua-Tlatskanai
QXA,Chiquián Ancash Quechua
QXC,Chincha Quechua
QXH,Panao Huánuco Quechua
QXL,Salasaca Highland Quichua
QXN,Northern Conchucos Ancash Quechua
QXO,Southern Conchucos Ancash Quechua
QXP,Puno Quechua
QXQ,Qashqa'i
QXR,Cañar Highland Quichua
QXS,Southern Qiang
QXT,Santa Ana de Tusi Pasco Quechua
QXU,Arequipa-La Unión Quechua
QXW,Jauja Wanca Quechua
QYA,Quenya
QYP,Quiripi
RAA,Dungmali
RAB,Camling
RAC,Rasawa
RAD,Rade
RAF,Western Meohang
RAG,Logooli
RAH,Rabha
RAI,Ramoaaina
RAJ,Rajasthani
RAK,Tulu-Bohuai
RAL,Ralte
RAM,Canela
RAN,Riantana
RAO,Rao
RAP,Rapanui
RAQ,Saam
RAR,rarotongano
RAS,Tegali
RAT,Razajerdi
RAU,Raute
RAV,Sampang
RAW,Rawang
RAX,Rang
RAY,Rapa
RAZ,Rahambuu
RBB,Rumai Palaung
RCF,Réunion Creole French
RDB,Rudbari
REA,Rerau
REB,Rembong
REE,Rejang Kayan
REG,Kara (Tanzania)
REI,Reli
REJ,Rejang
REL,Rendille
REM,Remo
REN,Rengao
RER,Rer Bare
RES,Reshe
RET,Retta
REY,reiesano
RGA,Roria
RGE,Romano-Greek
RGK,Rangkas
RGN,Romagnol
RGR,Resígaro
RGS,Southern Roglai
RGU,Ringgou
RHG,Rohingya
RHP,Yahang
RIA,Riang (India)
RIE,Rien
RIF,Tarifit
RIL,Riang (Myanmar)
RIM,Nyaturu
RIN,Nungu
RIR,Ribun
RIT,Ritarungo
RIU,Riung
RJG,Rajong
RJI,Raji
RJS,Rajbanshi
RKA,Kraol
RKB,Rikbaktsa
RKH,Rakahanga-Manihiki
RKI,Rakhine
RKM,Marka
RKT,Rangpuri
RMA,Rama
RMB,Rembarunga
RMC,Carpathian Romani
RMD,Traveller Danish
RME,Angloromani
RMF,Kalo Finnish Romani
RMG,Traveller Norwegian
RMH,Murkim
RMI,Lomavren
RMK,Romkun
RML,Baltic Romani
RMM,Roma
RMN,Balkan Romani
RMO,Sinte Romani
RMP,Rempi
RMR,Caló
RMS,Romanian Sign Language
RMT,Domari
RMU,Tavringer Romani
RMV,Romanova
RMW,Welsh Romani
RMX,Romam
RMY,Vlax Romani
RMZ,Marma
RNA,Runa
RND,Ruund
RNG,Ronga
RNL,Ranglong
RNN,Roon
RNP,Rongpo
RNW,Rungwa
ROB,Tae'
ROC,Cacgia Roglai
ROD,Rogo
ROE,Ronji
ROF,Rombo
ROG,Northern Roglai
ROH,romanche
ROL,Romblomanon
ROM,romani
RON,romeno
ROO,Rotokas
ROP,Kriol
ROR,Rongga
ROU,Runga
ROW,Dela-Oenale
RPN,Repanbitip
RPT,Rapting
RRI,Ririo
RRO,Waima
RSB,Romano-Serbian
RSI,língua gestual de Rennell
RSL,língua gestual russa
RTH,Ratahan
RTM,Rotuman
RTW,Rathawi
RUB,Gungu
RUC,Ruuli
RUE,Rusyn
RUF,Luguru
RUG,Roviana
RUH,Ruga
RUI,Rufiji
RUK,Che
RUN,rundi
RUO,Istro Romanian
RUP,Macedo-Romanian
RUQ,Megleno Romanian
RUS,russo
RUT,Rutul
RUU,Lanas Lobu
RUY,Mala (Nigeria)
RUZ,Ruma
RWA,Rawo
RWK,Rwa
RWM,Amba (Uganda)
RWO,Rawa
RWR,Marwari (India)
RYN,Northern Amami-Oshima
RYS,Yaeyama
RYU,Central Okinawan
SAA,Saba
SAB,Buglere
SAC,Meskwaki
SAD,Sandawe
SAE,Sabanê
SAF,Safaliba
SAG,Sango
SAH,Yakut
SAJ,Sahu
SAK,Sake
SAM,Samaritan Aramaic
SAN,Sanskrit
SAO,Sause
SAP,Sanapaná
SAQ,Samburu
SAR,Saraveca
SAS,Sasak
SAT,Santali
SAU,Saleman
SAV,Saafi-Saafi
SAW,Sawi
SAX,Sa
SAY,Saya
SAZ,Saurashtra
SBA,Ngambay
SBB,Simbo
SBC,Kele (Papua New Guinea)
SBD,Southern Samo
SBE,Saliba
SBF,Shabo
SBG,Seget
SBH,Sori-Harengan
SBI,Seti
SBJ,Surbakhal
SBK,Safwa
SBL,Botolan Sambal
SBM,Sagala
SBN,Sindhi Bhil
SBO,Sabüm
SBP,Sangu (Tanzania)
SBQ,Sileibi
SBR,Sembakung Murut
SBS,Subiya
SBT,Kimki
SBU,Stod Bhoti
SBV,Sabine
SBW,Simba
SBX,Seberuang
SBY,Soli
SBZ,Sara Kaba
SCA,Sansu
SCB,Chut
SCE,Dongxiang
SCF,San Miguel Creole French
SCG,Sanggau
SCH,Sakachep
SCI,Sri Lankan Creole Malay
SCK,Sadri
SCL,Shina
SCN,Sicilian
SCO,scots
SCP,Helambu Sherpa
SCQ,Sa'och
SCS,North Slavey
SCU,Shumcho
SCV,Sheni
SCW,Sha
SCX,Sicel
SDA,Toraja-Sa'dan
SDB,Shabak
SDC,Sassarese Sardinian
SDE,Surubu
SDF,Sarli
SDG,Savi
SDH,curdo meridional
SDJ,Suundi
SDK,Sos Kundi
SDL,língua gestual da Arábia Saudita
SDM,Semandang
SDN,Gallurese Sardinian
SDO,Bukar-Sadung Bidayuh
SDP,Sherdukpen
SDR,Oraon Sadri
SDS,Sened
SDT,Shuadit
SDU,Sarudu
SDX,Sibu Melanau
SDZ,Sallands
SEA,Semai
SEB,Shempire Senoufo
SEC,Sechelt
SED,Sedang
SEE,Seneca
SEF,Cebaara Senoufo
SEG,Segeju
SEH,Sena
SEI,Seri
SEJ,Sene
SEK,Sekani
SEL,Selkup
SEN,Nanerigé Sénoufo
SEO,Suarmin
SEP,Sìcìté Sénoufo
SEQ,Senara Sénoufo
SER,Serrano
SES,Koyraboro Senni Songhai
SET,Sentani
SEU,Serui-Laut
SEV,Nyarafolo Senoufo
SEW,Sewa Bay
SEY,Secoya
SEZ,Senthang Chin
SFB,Langue des signes de Belgique Francophone
SFM,Small Flowery Miao
SFS,língua gestual sul-africana
SFW,Sehwi
SGA,Old Irish (to 900)
SGB,Mag-Anchi Ayta
SGC,Kipsigis
SGE,Segai
SGG,língua gestual alemã da Suíça
SGH,Shughni
SGI,Suga
SGK,Sangkong
SGL,Sanglechi-Ishkashimi
SGM,Singa
SGO,Songa
SGP,Singpho
SGR,Sangisari
SGT,Brokpake
SGU,Salas
SGW,Sebat Bet Gurage
SGX,Sierra Leonean Sign Language
SGZ,Sursurunga
SHA,Shall-Zwall
SHB,Ninam
SHC,Sonde
SHE,Sheko
SHG,Shua
SHH,Shoshoni
SHI,Tachelhit
SHJ,Shatt
SHK,Shilluk
SHL,Shendu
SHM,Shahrudi
SHN,Shan
SHO,Shanga
SHP,Shipibo-Conibo
SHQ,Sala
SHR,Shi
SHS,Shuswap
SHT,Shasta
SHU,Chadian Arabic
SHV,Shehri
SHW,Shwai
SHX,She
SHY,Tachawit
SHZ,Syenara Senoufo
SIA,Akkala Sami
SIB,Sebop
SID,Sidamo
SIE,Simaa
SIF,Siamou
SIG,Paasaal
SIH,Zire
SII,Shom Peng
SIJ,Numbami
SIK,Sikiana
SIL,Tumulung Sisaala
SIM,Mende (Papua New Guinea)
SIN,cingalês
SIP,siquimês
SIQ,Sonia
SIR,Siri
SIS,Siuslaw
SIU,Sinagen
SIV,Sumariup
SIW,Siwai
SIX,Sumau
SIY,Sivandi
SIZ,Siwi
SJA,Epena
SJB,Sajau Basap
SJD,Kildin Sami
SJE,Pite Sami
SJG,Assangori
SJK,Kemi Sami
SJL,Sajalong
SJM,Mapun
SJN,Sindarin
SJO,Xibe
SJP,Surjapuri
SJR,Siar-Lak
SJS,Senhaja De Srair
SJT,Ter Sami
SJU,Ume Sami
SJW,Shawnee
SKA,Skagit
SKB,Saek
SKC,Sauk
SKD,Southern Sierra Miwok
SKE,Seke (Vanuatu)
SKF,Sakirabiá
SKG,Sakalava Malagasy
SKH,Sikule
SKI,Sika
SKJ,Seke (Nepal)
SKK,Sok
SKM,Sakam
SKN,Kolibugan Subanon
SKO,Seko Tengah
SKP,Sekapan
SKQ,Sininkere
SKR,Seraiki
SKS,Maia
SKT,Sakata
SKU,Sakao
SKV,Skou
SKW,Skepi Creole Dutch
SKX,Seko Padang
SKY,Sikaiana
SKZ,Sekar
SLC,Sáliba
SLD,Sissala
SLE,Sholaga
SLF,língua gestual italiana da Suíça
SLG,Selungai Murut
SLH,Southern Puget Sound Salish
SLI,Lower Silesian
SLJ,Salumá
SLK,eslovaco
SLL,Salt-Yui
SLM,Pangutaran Sama
SLN,Salinan
SLP,Lamaholot
SLQ,Salchuq
SLR,Salar
SLS,língua gestual de Singapura
SLT,Sila
SLU,Selaru
SLV,esloveno
SLW,Sialum
SLX,Salampasu
SLY,Selayar
SLZ,Ma'ya
SMA,Southern Sami
SMB,Simbari
SMC,Som
SMD,Sama
SME,sami do Norte
SMF,Auwe
SMG,Simbali
SMH,Samei
SMJ,Lule Sami
SMK,Bolinao
SML,Central Sama
SMM,Musasa
SMN,Inari Sami
SMO,samoano
SMP,Samaritan
SMQ,Samo
SMR,Simeulue
SMS,Skolt Sami
SMT,Simte
SMU,Somray
SMV,Samvedi
SMW,Sumbawa
SMX,Samba
SMY,Semnani
SMZ,Simeku
SNA,Shona
SNB,Sebuyau
SNC,Sinaugoro
SND,Sindhi
SNE,Bau Bidayuh
SNF,Noon
SNG,Sanga (Democratic Republic of Congo)
SNH,Shinabo
SNI,Sensi
SNJ,Riverain Sango
SNK,Soninke
SNL,Sangil
SNM,Southern Ma'di
SNN,Siona
SNO,Snohomish
SNP,Siane
SNQ,Sangu (Gabon)
SNR,Sihan
SNS,South West Bay
SNU,Senggi
SNV,Sa'ban
SNW,Selee
SNX,Sam
SNY,Saniyo-Hiyewe
SNZ,Sinsauru
SOA,Thai Song
SOB,Sobei
SOC,So (Democratic Republic of Congo)
SOD,Songoora
SOE,Songomeno
SOG,Sogdian
SOH,Aka
SOI,Sonha
SOJ,Soi
SOK,Sokoro
SOL,Solos
SOM,somali
SOO,Songo
SOP,Songe
SOQ,Kanasi
SOR,Somrai
SOS,Seeku
SOT,soto meridional
SOU,Southern Thai
SOV,Sonsorol
SOW,Sowanda
SOX,So (Cameroon)
SOY,Miyobe
SOZ,Temi
SPA,espanhol
SPB,Sepa (Indonesia)
SPC,Sapé
SPD,Saep
SPE,Sepa (Papua New Guinea)
SPG,Sian
SPI,Saponi
SPK,Sengo
SPL,Selepet
SPM,Sepen
SPO,Spokane
SPP,Supyire Senoufo
SPQ,Loreto-Ucayali Spanish
SPR,Saparua
SPS,Saposa
SPT,Spiti Bhoti
SPU,Sapuan
SPX,South Picene
SPY,Sabaot
SQA,Shama-Sambuga
SQH,Shau
SQI,albanês
SQM,Suma
SQN,Susquehannock
SQO,Sorkhei
SQQ,Sou
SQR,Siculo Arabic
SQS,língua gestual do Sri Lanka
SQT,Soqotri
SQU,Squamish
SRA,Saruga
SRB,Sora
SRC,Logudorese Sardinian
SRD,Sardinian
SRE,Sara
SRF,Nafi
SRG,Sulod
SRH,Sarikoli
SRI,Siriano
SRK,Serudung Murut
SRL,Isirawa
SRM,Saramaccan
SRN,Sranan Tongo
SRO,Campidanese Sardinian
SRP,sérvio
SRQ,sirionó
SRR,Serer
SRS,Sarsi
SRT,Sauri
SRU,Suruí
SRV,Waray Sorsogon
SRW,Serua
SRX,Sirmauri
SRY,Sera
SRZ,Shahmirzadi
SSB,Southern Sama
SSC,Suba-Simbiti
SSD,Siroi
SSE,Balangingi
SSF,Thao
SSG,Seimat
SSH,Shihhi Arabic
SSI,Sansi
SSJ,Sausi
SSK,Sunam
SSL,Western Sisaala
SSM,Semnam
SSN,Waata
SSO,Sissano
SSP,Spanish Sign Language
SSQ,So'a
SSR,língua gestual francesa da Suíça
SSS,Sô
SST,Sinasina
SSU,Susuami
SSV,Shark Bay
SSW,essuatiniano
SSX,Samberigi
SSY,Saho
SSZ,Sengseng
STA,Settla
STB,Northern Subanen
STD,Sentinel
STE,Liana-Seti
STF,Seta
STG,Trieng
STH,Shelta
STI,Bulo Stieng
STJ,Matya Samo
STK,Arammba
STL,Stellingwerfs
STM,Setaman
STN,Owa
STO,Stoney
STP,Southeastern Tepehuan
STQ,Saterfriesisch
STR,Straits Salish
STS,Shumashti
STT,Budeh Stieng
STU,Samtao
STV,Silt'e
STW,Satawalese
SUA,Sulka
SUB,Suku
SUC,Western Subanon
SUE,Suena
SUG,Suganga
SUI,Suki
SUJ,Shubi
SUK,Sukuma
SUL,Surigaonon
SUM,Sumo-Mayangna
SUN,Sundanese
SUQ,Suri
SUR,Mwaghavul
SUS,Susu
SUT,Subtiaba
SUV,Sulung
SUW,Sumbwa
SUX,Sumerian
SUY,Suyá
SUZ,Sunwar
SVA,Svan
SVB,Ulau-Suain
SVC,Vincentian Creole English
SVE,Serili
SVK,língua gestual eslovaca
SVR,Savara
SVS,Savosavo
SVX,Skalvian
SWA,suaíli
SWB,comoriano
SWC,Congo Swahili
SWE,sueco
SWF,Sere
SWG,Swabian
SWH,Swahili (individual language)
SWI,Sui
SWJ,Sira
SWK,Malawi Sena
SWL,Swedish Sign Language
SWM,Samosa
SWN,Sawknah
SWO,Shanenawa
SWP,Suau
SWQ,Sharwa
SWR,Saweru
SWS,Seluwasan
SWT,Sawila
SWU,Suwawa
SWV,Shekhawati
SWW,Sowa
SWX,Suruahá
SWY,Sarua
SXB,Suba
SXC,Sicanian
SXE,Sighu
SXG,Shixing
SXK,Southern Kalapuya
SXL,Selian
SXM,Samre
SXN,Sangir
SXO,Sorothaptic
SXR,Saaroa
SXS,Sasaru
SXU,Upper Saxon
SXW,Saxwe Gbe
SYA,Siang
SYB,Central Subanen
SYC,Classical Syriac
SYI,Seki
SYK,Sukur
SYL,Sylheti
SYM,Maya Samo
SYN,Senaya
SYO,Suoy
SYR,Syriac
SYS,Sinyar
SYW,Kagate
SYY,língua gestual dos beduínos de Al-Sayyid
SZA,Semelai
SZB,Ngalum
SZC,Semaq Beri
SZD,Seru
SZE,Seze
SZG,Sengele
SZL,Silesian
SZN,Sula
SZP,Suabo
SZV,Isu (Fako Division)
SZW,Sawai
TAA,Lower Tanana
TAB,Tabassaran
TAC,Lowland Tarahumara
TAD,Tause
TAE,Tariana
TAF,Tapirapé
TAG,Tagoi
TAH,Tahitian
TAJ,Eastern Tamang
TAK,Tala
TAL,Tal
TAM,tâmil
TAN,Tangale
TAO,Yami
TAP,Taabwa
TAQ,Tamasheq
TAR,Central Tarahumara
TAS,Tay Boi
TAT,Tatar
TAU,Upper Tanana
TAV,Tatuyo
TAW,Tai
TAX,Tamki
TAY,Atayal
TAZ,Tocho
TBA,Aikanã
TBB,Tapeba
TBC,Takia
TBD,Kaki Ae
TBE,Tanimbili
TBF,Mandara
TBG,North Tairora
TBH,Thurawal
TBI,Gaam
TBJ,Tiang
TBK,Calamian Tagbanwa
TBL,Tboli
TBM,Tagbu
TBN,Barro Negro Tunebo
TBO,Tawala
TBP,Taworta
TBR,Tumtum
TBS,Tanguat
TBT,Tembo (Kitembo)
TBU,Tubar
TBV,Tobo
TBW,Tagbanwa
TBX,Kapin
TBY,Tabaru
TBZ,Ditammari
TCA,Ticuna
TCB,Tanacross
TCC,Datooga
TCD,Tafi
TCE,Southern Tutchone
TCF,Malinaltepec Me'phaa
TCG,Tamagario
TCH,Turks And Caicos Creole English
TCI,Wára
TCK,Tchitchege
TCL,Taman (Myanmar)
TCM,Tanahmerah
TCN,Tichurong
TCO,Taungyo
TCP,Tawr Chin
TCQ,Kaiy
TCS,Torres Strait Creole
TCT,T'en
TCU,Southeastern Tarahumara
TCW,Tecpatlán Totonac
TCX,Toda
TCY,Tulu
TCZ,Thado Chin
TDA,Tagdal
TDB,Panchpargania
TDC,Emberá-Tadó
TDD,Tai Nüa
TDF,Talieng
TDG,Western Tamang
TDH,Thulung
TDI,Tomadino
TDJ,Tajio
TDK,Tambas
TDL,Sur
TDN,Tondano
TDO,Teme
TDQ,Tita
TDR,Todrah
TDS,Doutai
TDT,Tetun Dili
TDU,Tempasuk Dusun
TDV,Toro
TDX,Tandroy-Mahafaly Malagasy
TDY,Tadyawan
TEA,Temiar
TEB,Tetete
TEC,Terik
TED,Tepo Krumen
TEE,Huehuetla Tepehua
TEF,Teressa
TEG,Teke-Tege
TEH,Tehuelche
TEI,Torricelli
TEK,Ibali Teke
TEL,Telugu
TEM,Timne
TEN,Tama (Colombia)
TEO,Teso
TEP,Tepecano
TEQ,Temein
TER,Tereno
TES,Tengger
TET,tétum
TEU,Soo
TEV,Teor
TEW,Tewa (USA)
TEX,Tennet
TEY,Tulishi
TFI,Tofin Gbe
TFN,Tanaina
TFO,Tefaro
TFR,Teribe
TFT,Ternate
TGA,Sagalla
TGB,Tobilung
TGC,Tigak
TGD,Ciwogai
TGE,Eastern Gorkha Tamang
TGF,Chalikha
TGG,Tangga
TGH,Tobagonian Creole English
TGI,Lawunuia
TGK,tajique
TGL,Tagalog
TGO,Sudest
TGP,Tangoa
TGQ,Tring
TGR,Tareng
TGS,Nume
TGT,Central Tagbanwa
TGU,Tanggu
TGV,Tingui-Boto
TGW,Tagwana Senoufo
TGX,Tagish
TGY,Togoyo
THA,tailandês
THC,Tai Hang Tong
THD,Thayore
THE,Chitwania Tharu
THF,Thangmi
THH,Northern Tarahumara
THI,Tai Long
THK,Tharaka
THL,Dangaura Tharu
THM,Aheu
THN,Thachanadan
THP,Thompson
THQ,Kochila Tharu
THR,Rana Tharu
THS,Thakali
THT,Tahltan
THU,Thuri
THV,Tahaggart Tamahaq
THW,Thudam
THX,The
THY,Tha
THZ,Tayart Tamajeq
TIA,Tidikelt Tamazight
TIC,Tira
TID,Tidong
TIE,Tingal
TIF,Tifal
TIG,Tigre
TIH,Timugon Murut
TII,Tiene
TIJ,Tilung
TIK,Tikar
TIL,Tillamook
TIM,Timbe
TIN,Tindi
TIO,Teop
TIP,Trimuris
TIQ,Tiéfo
TIR,tigrínia
TIS,Masadiit Itneg
TIT,Tinigua
TIU,Adasen
TIV,Tiv
TIW,Tiwi
TIX,Southern Tiwa
TIY,Tiruray
TIZ,Tai Hongjin
TJA,Tajuasohn
TJG,Tunjung
TJI,Northern Tujia
TJM,Timucua
TJN,Tonjon
TJO,Temacine Tamazight
TJS,Southern Tujia
TJU,Tjurruru
TKA,Truká
TKB,Buksa
TKD,Tukudede
TKE,Takwane
TKF,Tukumanféd
TKK,Takpa
TKL,toquelauano
TKM,Takelma
TKN,Toku-No-Shima
TKP,Tikopia
TKQ,Tee
TKR,Tsakhur
TKS,Takestani
TKT,Kathoriya Tharu
TKU,Upper Necaxa Totonac
TKW,Teanu
TKX,Tangko
TKZ,Takua
TLA,Southwestern Tepehuan
TLB,Tobelo
TLC,Yecuatla Totonac
TLD,Talaud
TLF,Telefol
TLG,Tofanma
TLH,Klingon
TLI,Tlingit
TLJ,Talinga-Bwisi
TLK,Taloki
TLL,Tetela
TLM,Tolomako
TLN,Talondo'
TLO,Talodi
TLP,Filomena Mata-Coahuitlán Totonac
TLQ,Tai Loi
TLR,Talise
TLS,Tambotalo
TLT,Teluti
TLU,Tulehu
TLV,Taliabu
TLW,South Wemale
TLX,Khehek
TLY,Talysh
TMA,Tama (Chad)
TMB,Katbol
TMC,Tumak
TMD,Haruai
TME,Tremembé
TMF,Toba-Maskoy
TMG,Ternateño
TMH,Tamashek
TMI,Tutuba
TMJ,Samarokena
TMK,Northwestern Tamang
TML,Tamnim Citak
TMM,Tai Thanh
TMN,Taman (Indonesia)
TMO,Temoq
TMP,Tai Mène
TMQ,Tumleo
TMR,Jewish Babylonian Aramaic (ca. 200-1200 CE)
TMS,Tima
TMT,Tasmate
TMU,Iau
TMV,Tembo (Motembo)
TMW,Temuan
TMY,Tami
TMZ,Tamanaku
TNA,tacana
TNB,Western Tunebo
TNC,Tanimuca-Retuarã
TND,Angosturas Tunebo
TNE,Tinoc Kallahan
TNF,Tangshewi
TNG,Tobanga
TNH,Maiani
TNI,Tandia
TNK,Kwamera
TNL,Lenakel
TNM,Tabla
TNN,North Tanna
TNO,toromono
TNP,Whitesands
TNQ,Taino
TNR,Bedik
TNS,Tenis
TNT,Tontemboan
TNU,Tay Khang
TNV,Tangchangya
TNW,Tonsawang
TNX,Tanema
TNY,Tongwe
TNZ,Tonga (Thailand)
TOB,Toba
TOC,Coyutla Totonac
TOD,Toma
TOE,Tomedes
TOF,Gizrra
TOG,Tonga (Nyasa)
TOH,Gitonga
TOI,Tonga (Zambia)
TOJ,Tojolabal
TOL,Tolowa
TOM,Tombulu
TON,tonganês
TOO,Xicotepec De Juárez Totonac
TOP,Papantla Totonac
TOQ,Toposa
TOR,Togbo-Vara Banda
TOS,Highland Totonac
TOU,Tho
TOV,Upper Taromi
TOW,Jemez
TOX,Tobian
TOY,Topoiyo
TOZ,To
TPA,Taupota
TPC,Azoyú Me'phaa
TPE,Tippera
TPF,Tarpia
TPG,Kula
TPI,tok pisin
TPJ,tapieté
TPK,Tupinikin
TPL,Tlacoapa Me'phaa
TPM,Tampulma
TPN,Tupinambá
TPO,Tai Pao
TPP,Pisaflores Tepehua
TPQ,Tukpa
TPR,Tuparí
TPT,Tlachichilco Tepehua
TPU,Tampuan
TPV,Tanapag
TPW,Tupí
TPX,Acatepec Me'phaa
TPY,Trumai
TPZ,Tinputz
TQB,Tembé
TQL,Lehali
TQM,Turumsa
TQN,Tenino
TQO,Toaripi
TQP,Tomoip
TQQ,Tunni
TQR,Torona
TQT,Western Totonac
TQU,Touo
TQW,Tonkawa
TRA,Tirahi
TRB,Terebu
TRC,Copala Triqui
TRD,Turi
TRE,East Tarangan
TRF,Trinidadian Creole English
TRG,Lishán Didán
TRH,Turaka
TRI,Trió
TRJ,Toram
TRL,Traveller Scottish
TRM,Tregami
TRN,trinitário
TRO,Tarao Naga
TRP,Kok Borok
TRQ,San Martín Itunyoso Triqui
TRR,Taushiro
TRS,Chicahuaxtla Triqui
TRT,Tunggare
TRU,Turoyo
TRV,Taroko
TRW,Torwali
